WDJname,GaiaEDR3,RA_ICRS,DE_ICRS,Pwd,Gmag,BPmag,RPmag,sepsi,o_Gmag,RFG,sigma_G_nobs,in_core,forced_member,n_variants
WDJ051454.97+373020.13 ,187330225592045824,78.72795044041,37.5052070322,0.983936,17.3961,17.6799,16.94,0.912992,400,617.12,0.035187,True,False,4
WDJ222301.60+220131.69 ,1874954641491354624,335.75692802937,22.0251954646,0.999039,15.7704,15.7031,15.9316,5.683638,179,794.164,0.018291,True,False,4
WDJ222301.71+220125.28 ,1874954645786146304,335.75734963462,22.02341248511,0.998414,16.1136,16.1075,16.174,1.298689,176,765.979,0.018805,False,False,2
WDJ223405.82+232510.96 ,1875390155471117568,338.52425559815,23.41971521798,0.997558,17.3979,17.2376,17.617,10.845516,345,518.303,0.038909,True,False,4
WDJ052026.35+381240.87 ,187576000803144704,80.10981616533,38.21105895036,0.999718,15.3686,15.2695,15.5272,3.80013,244,714.942,0.023722,True,False,4
WDJ221519.86+253059.05 ,1879989790567353344,333.83276630412,25.51640178627,0.830315,17.0554,16.8872,17.4117,4.917344,261,539.134,0.032535,True,False,4
WDJ220448.90+254307.12 ,1891820737544168576,331.20404905582,25.71869264539,0.999125,16.6779,16.5448,16.8959,2.913939,388,749.337,0.028541,True,False,4
WDJ220247.69+275010.67 ,1893101535448502400,330.69893125048,27.83643199123,0.987134,16.5531,16.3888,16.8573,2.686059,242,779.493,0.021668,True,False,4
WDJ220420.60+282321.36 ,1893512958955407232,331.08609761075,28.38937540463,0.944914,17.7449,17.8595,17.6703,0.0,324,533.08,0.036661,True,False,4
WDJ215040.62+303534.09 ,1897597369775277568,327.66892025174,30.59368358937,0.997811,15.9411,15.9572,15.9438,0.368136,516,1270.8,0.019408,True,False,4
WDJ215832.88+320635.78 ,1898174235426878208,329.63688932362,32.10984228173,0.958323,17.4658,17.3234,17.7283,6.115934,727,580.558,0.050425,True,False,4
WDJ222958.08+302410.01 ,1900545847646195840,337.49227387928,30.40226636973,0.975978,16.1965,16.2509,16.1151,0.890003,639,1357.203,0.020222,True,False,4
WDJ052809.49+382423.64 ,190584264613181568,82.03956301441,38.40632188229,0.997405,16.7557,16.7482,16.709,0.927566,234,635.163,0.026149,True,False,4
WDJ054043.66+403824.29 ,191101206879480704,85.1818799631,40.64013286303,0.994752,17.6199,17.6524,17.6538,0.0,414,554.846,0.039815,True,False,4
WDJ232215.49+360543.12 ,1913174219724912128,350.56484573992,36.09557817718,0.997576,16.2504,16.2708,16.2432,0.0,479,938.6,0.025317,True,False,4
WDJ055411.87+422101.98 ,192370146377407872,88.55009308144,42.34978892921,0.99624,17.4619,17.4836,17.4612,0.0,288,666.482,0.027646,False,False,3
WDJ225502.75+370446.19 ,1927715845116118784,343.76195609474,37.07946492419,0.994676,15.0318,14.8599,14.7649,4.220256,357,1268.821,0.016168,False,False,2
WDJ233849.47+475115.67 ,1940056553173007488,354.70658326594,47.85430598822,0.995291,17.5488,17.4384,17.753,0.0,729,986.307,0.029722,True,False,4
WDJ233741.83+492130.26 ,1943433329480153344,354.42405345581,49.35830164,0.997125,17.0731,17.1003,17.0553,0.0,589,953.846,0.027625,True,False,4
WDJ233453.60+500206.92 ,1944442608134953472,353.72296931924,50.03531832807,0.997483,17.0726,17.1003,17.0705,0.0,526,549.514,0.045315,True,False,4
WDJ233921.05+512410.79 ,1944856063168152832,354.83815448103,51.40251494712,0.997537,16.8045,16.8298,16.802,0.0,541,647.825,0.038982,True,False,4
WDJ214944.77+343243.99 ,1948952328095510784,327.43663801813,34.54527468858,0.945872,17.5206,17.5948,17.4098,0.420127,624,903.365,0.030023,True,False,4
WDJ213119.93+345246.84 ,1950573244454108160,322.83306654108,34.87963881281,0.984478,17.4906,17.3779,17.7381,1.728525,588,535.675,0.049149,True,False,4
WDJ214351.47+394103.14 ,1954100172820301056,325.96461409616,39.6842802855,0.99909,17.5919,17.4834,17.5896,0.625711,567,804.811,0.032123,True,False,4
WDJ220505.33+392327.71 ,1956343588854572544,331.27216270671,39.39090201749,0.998045,15.9043,15.5731,15.6772,7.770399,380,891.658,0.023737,True,False,4
WDJ220609.72+451513.83 ,1962873450975432448,331.5404774436,45.25381077265,0.921348,17.0667,17.0253,17.1597,0.0,511,354.726,0.069190,True,False,4
WDJ215309.86+461902.53 ,1974423541446133248,328.2914941914,46.31748555921,0.99778,17.7741,17.8098,17.7889,0.0,501,560.17,0.043383,True,False,4
WDJ215938.99+481305.98 ,1976192282007568128,329.91248923793,48.21829389661,0.863391,16.4578,16.3084,16.4114,13.236285,487,671.681,0.035672,True,False,4
WDJ213601.71+495456.54 ,1979173710875657344,324.00672673614,49.91559101112,0.989518,16.5927,16.6365,16.5616,0.0,419,1062.809,0.020911,False,False,1
WDJ230627.88+480302.27 ,1984582517786403328,346.61644224691,48.05087858384,0.796417,17.4697,17.5447,16.6172,0.114303,509,695.144,0.035238,True,False,4
WDJ224942.40+481751.35 ,1985385814114087808,342.4267649259,48.29761712357,0.987169,17.981,17.9092,17.8585,3.599935,526,692.342,0.035966,True,False,4
WDJ223247.14+480714.18 ,1987013675437179008,338.19635495704,48.12017491808,0.985164,17.1002,17.0601,16.8995,2.920241,431,861.101,0.026176,True,False,4
WDJ232521.78+504153.41 ,1991219307415277184,351.34023043237,50.69780905922,0.997436,17.6467,17.5778,16.9005,1.522746,467,726.294,0.032305,True,False,4
WDJ233707.27+551150.55 ,1997488585282421376,354.2801443091,55.19732687877,0.999315,17.7387,17.6921,17.835,1.802135,466,691.785,0.033880,True,False,4
WDJ234521.27+562158.54 ,1997935055713474304,356.33881324495,56.36614114445,0.975575,17.9254,17.8337,17.7655,10.917917,435,607.755,0.037260,True,False,4
WDJ234507.33+581315.07 ,1999127510441929600,356.2807921499,58.22087933055,0.997486,16.8802,16.9107,16.8688,1.022884,410,510.478,0.043066,True,False,4
WDJ223305.10+505619.57 ,2000317246438002688,338.27198196391,50.9388651836,0.996695,17.5871,17.6364,17.5692,0.141914,472,638.93,0.036918,True,False,4
WDJ230104.52+584119.40 ,2013322136838083840,345.27004850583,58.68852177433,0.996477,17.5511,17.5977,17.5413,0.0,453,675.291,0.034220,True,False,4
WDJ235915.98+653225.97 ,2017326107204193152,359.81626325286,65.54060320336,0.997172,17.9947,18.0498,18.0039,0.0,416,518.457,0.042713,True,False,4
WDJ193615.25+210058.25 ,2018186307564757760,294.0637524548,21.01619325033,0.988912,17.6886,17.7652,17.4367,9.287067,380,668.754,0.031648,True,False,4
WDJ045631.47+413120.83 ,201854258801563520,74.13089538654,41.52197928465,0.996519,16.8319,16.8518,16.7869,0.0,376,789.625,0.026662,True,False,4
WDJ045722.54+415556.48 ,201881364339401728,74.34402675666,41.93140690157,0.999587,14.022,13.9935,14.114,6.983968,321,1309.238,0.014858,False,False,2
WDJ193844.94+242931.58 ,2021161620421893376,294.68725827586,24.49206816578,0.82832,17.995,17.9677,17.8861,0.0,774,469.276,0.064367,True,False,4
WDJ192329.48+235824.01 ,2022763711922380672,290.87301405897,23.97340118366,0.929812,17.5779,17.3532,16.9162,1.398252,468,638.593,0.036781,True,False,4
WDJ190917.16+245241.05 ,2023651155237935360,287.32152818965,24.8781519558,0.99736,17.2538,17.2659,17.2815,0.233065,503,929.312,0.026203,True,False,4
WDJ192154.59+271437.48 ,2025832998631293952,290.47747560921,27.2438039094,0.997424,16.9972,17.0221,16.9859,0.0,460,544.585,0.042760,True,False,4
WDJ192330.13+281348.41 ,2026040905089765888,290.87563459449,28.22977047442,0.99602,17.2954,17.3421,17.2723,0.826038,461,680.792,0.034242,True,False,4
WDJ195227.88+250929.18 ,2026653131220381824,298.1161788723,25.15876317966,0.997952,15.1274,15.141,15.1257,2.986651,689,1420.417,0.020064,True,False,4
WDJ193913.12+301047.75 ,2032457521858833792,294.804618376,30.17991175311,0.767236,17.8172,17.5928,17.8702,2.694874,401,544.088,0.039960,True,False,4
WDJ195237.76+301523.80 ,2033382692116807296,298.15740445753,30.25651321535,0.991961,17.9563,17.8499,17.7794,3.23121,476,650.043,0.036441,True,False,4
WDJ185924.85+330157.53 ,2043899619620928000,284.85319746379,33.03259009219,0.993165,17.7172,17.8284,17.6137,0.0,364,417.568,0.049608,True,False,4
WDJ193955.99+343220.97 ,2047237462045729152,294.98332279044,34.53917528905,0.943779,17.6955,17.3638,17.3432,5.10296,417,413.168,0.053662,True,False,4
WDJ193924.48+354557.67 ,2048212728863128064,294.85195462946,35.76588507354,0.998193,17.6304,17.4995,17.8918,0.0,407,521.813,0.041977,True,False,4
WDJ193359.04+392500.53 ,2052465197458897280,293.49585119784,39.41685232596,0.878521,17.2387,16.8794,16.6691,3.722974,376,483.362,0.043556,True,False,4
WDJ050018.81+440654.25 ,205380770549396736,75.07824836621,44.11487763565,0.999391,16.0907,16.0593,16.1895,0.5184,371,1109.411,0.018850,False,False,2
WDJ201222.27+311348.88 ,2053953008490747392,303.09295615053,31.23065564917,0.998336,14.7731,14.6967,14.9246,9.842267,500,1530.318,0.015865,False,False,2
WDJ201343.26+341355.59 ,2055661546498684416,303.43095464742,34.23247830266,0.995858,15.6575,15.6766,15.6481,4.692496,500,1161.919,0.020895,True,False,4
WDJ202811.64+350525.08 ,2056368017063855360,307.04848707175,35.09031449586,0.954614,17.9083,17.8442,17.9342,0.0,456,448.392,0.051707,True,False,4
WDJ050932.26+450954.98 ,205725119549955456,77.38429828602,45.16514256467,0.997008,17.4335,17.4731,17.4324,0.0,423,579.131,0.038558,True,False,4
WDJ200336.95+383030.62 ,2060393432246347648,300.90395586871,38.50849343223,0.908184,17.2527,17.1203,17.5754,0.365547,376,810.31,0.025982,True,False,4
WDJ202034.57+392212.12 ,2061416695278519808,305.14384424027,39.36992574036,0.998664,17.3908,17.256,17.6686,0.945986,405,413.844,0.052798,True,False,4
WDJ201309.37+400224.24 ,2062408081119518592,303.28918501395,40.04019317493,0.80571,13.8833,13.8534,13.8004,4.521089,397,917.989,0.023566,True,False,4
WDJ201448.14+403429.43 ,2062527859167527168,303.70043143237,40.57483110753,0.857106,17.4625,17.3639,17.1161,0.417203,244,543.585,0.031200,True,False,4
WDJ202659.18+411643.87 ,2067689237315646848,306.74678074184,41.27894765533,0.985027,17.1071,17.0838,17.1483,0.0,350,733.193,0.027704,True,False,4
WDJ194405.78+432720.91 ,2078037050483671552,296.02441088916,43.45604450224,0.997407,16.7623,16.7872,16.7544,1.094171,357,917.315,0.022364,True,False,4
WDJ194542.29+445512.35 ,2079732192477615360,296.42634406879,44.91942496433,0.993187,17.1646,17.1797,17.0943,2.694593,360,746.737,0.027587,True,False,4
WDJ194914.58+473445.91 ,2086392484165035136,297.31061570704,47.57936415497,0.97492,16.1138,16.1028,16.1438,7.101068,372,1102.58,0.018993,False,False,2
WDJ200246.47+521244.93 ,2089218503916899328,300.69367739671,52.21255617911,0.950825,16.9147,16.6543,17.026,5.67603,333,594.672,0.033317,True,False,4
WDJ185730.18+335725.78 ,2092134443120038528,284.3759655471,33.95872722575,0.996636,14.6341,14.6491,14.6366,3.713302,383,1276.488,0.016646,True,False,4
WDJ182408.25+351618.66 ,2095603539740855296,276.03446310114,35.27176222557,0.990748,15.8913,15.817,16.0126,4.625181,411,1194.572,0.018426,True,False,4
WDJ184213.78+375832.86 ,2097692474389579392,280.55756634228,37.97604963796,0.998523,17.3924,17.286,17.3538,5.732879,385,739.678,0.028801,True,False,4
WDJ181222.75+432107.27 ,2114811453822316160,273.09480529986,43.35229647968,0.995532,16.2436,16.2541,16.2491,0.044026,347,776.8,0.026036,True,False,4
WDJ183040.20+451825.65 ,2118062851443364096,277.667563157,45.30708332814,0.984143,17.3043,17.3364,17.2274,0.0,359,705.335,0.029166,True,False,4
WDJ183314.43+482912.80 ,2120335400240968448,278.31005526872,48.48679947578,0.965264,17.0849,16.9216,17.4332,3.229691,392,410.185,0.052407,True,False,4
WDJ182606.04+482911.30 ,2120456419536355456,276.52510376797,48.48675000631,0.995287,16.2782,16.2877,16.2958,0.622998,385,879.507,0.024222,True,False,4
WDJ181824.35+465721.46 ,2121629147470776704,274.60150550821,46.95593014911,0.936562,17.506,17.3971,17.5185,0.325142,313,197.69,0.097165,True,False,4
WDJ181321.62+472104.53 ,2121710687425234048,273.34009265857,47.35110501296,0.974603,17.1315,17.1665,16.9628,0.0,404,461.328,0.047305,True,False,4
WDJ191931.09+443243.88 ,2126940892444693760,289.87947062537,44.54545952854,0.925966,16.5667,16.426,16.8222,2.038578,378,492.266,0.042882,True,False,4
WDJ193914.79+482641.28 ,2128767627936545280,294.81146097087,48.44464699621,0.998199,16.4296,16.2741,16.684,8.024841,371,717.316,0.029154,True,False,4
WDJ191446.09+593442.02 ,2143606976159946496,288.69214527154,59.57820415397,0.999376,17.6836,17.6261,17.8878,0.705173,366,652.202,0.031848,True,False,4
WDJ184516.50+501542.25 ,2144164707730692992,281.31876691774,50.2617052147,0.994886,17.3074,17.1623,17.6013,2.829523,390,802.996,0.026702,True,False,4
WDJ184506.31+505412.15 ,2144580907240525568,281.27627123951,50.903335601,0.910579,17.8024,17.7288,17.9159,0.608375,393,344.698,0.062443,True,False,4
WDJ184716.63+533749.81 ,2146494091832635520,281.81933018328,53.63055470833,0.877018,17.6251,17.5721,17.6289,0.0,321,303.375,0.064121,True,False,4
WDJ190319.56+603552.65 ,2155960371551164416,285.83306208213,60.59833956276,0.997452,15.0145,15.043,15.0024,1.789246,340,728.19,0.027493,True,False,4
WDJ182444.29+600159.40 ,2158083013107793792,276.18464210953,60.03331381001,0.99309,16.1487,16.1686,16.151,0.0,351,1076.073,0.018903,False,False,2
WDJ210111.97+452021.22 ,2163427876590946560,315.300294608,45.33892508882,0.972636,16.1939,16.2526,16.1142,0.0,363,1065.975,0.019406,True,False,4
WDJ210404.68+463114.46 ,2163612727665972096,316.01953341203,46.52047892704,0.85863,17.7045,17.8943,17.3193,0.0,415,311.647,0.070972,True,False,4
WDJ204044.65+492005.24 ,2167899311189012736,310.18547654966,49.33458724685,0.998012,17.7468,17.7791,17.7727,0.0,389,437.077,0.048994,True,False,4
WDJ214959.19+540839.50 ,2173871656498100096,327.49960708176,54.14498829399,0.997337,16.8547,16.8807,16.8522,0.0,434,632.266,0.035774,True,False,4
WDJ212409.00+555520.78 ,2177866074856588928,321.03785232479,55.92280375371,0.997233,17.9009,17.9383,17.9041,0.0,491,550.421,0.043709,True,False,4
WDJ202532.94+551656.48 ,2186782465621398656,306.38727163997,55.28236283444,0.997211,17.8129,17.8642,17.8253,0.455676,312,390.926,0.049058,True,False,4
WDJ203724.74+570846.01 ,2187273294481108352,309.35310775421,57.14635923865,0.99743,17.1528,17.1893,17.1457,0.0,511,649.49,0.037789,True,False,4
WDJ212738.67+593755.72 ,2191618770599895296,321.91133242847,59.63225600038,0.992662,16.8707,16.8603,16.9225,1.202278,440,741.426,0.030717,True,False,4
WDJ205826.67+621720.81 ,2195949639517287936,314.61111792441,62.28907704627,0.99931,17.3925,17.3119,17.4887,2.733592,435,751.797,0.030121,True,False,4
WDJ215704.34+554842.88 ,2198121724740033408,329.26819054519,55.81194184693,0.811029,17.9983,17.9899,17.813,1.148318,475,577.144,0.041000,True,False,4
WDJ222539.00+655030.47 ,2206722349507123456,336.41289189187,65.84184975145,0.997506,16.875,16.7585,17.0914,3.329621,410,701.697,0.031330,True,False,4
WDJ225039.96+632838.33 ,2208124536065383424,342.66769939065,63.47712830332,0.958742,16.4202,16.4857,16.2216,0.066153,441,190.782,0.119511,True,False,4
WDJ232411.16+653053.05 ,2210180554096762624,351.046630194,65.51476211254,0.932148,16.1198,16.0452,16.2266,0.858816,498,417.89,0.057980,True,False,4
WDJ231927.46+663035.80 ,2210509235053668992,349.86431644428,66.50990328321,0.999595,17.9869,17.6652,17.9576,0.503289,384,601.894,0.035348,True,False,4
WDJ233707.48+690829.14 ,2214388728691905408,354.28119182151,69.14135653636,0.99965,17.6619,17.5472,17.7159,7.85259,394,583.76,0.036918,True,False,4
WDJ215512.94+631058.64 ,2216491579042731776,328.80436371165,63.18300323627,0.995684,17.6722,17.7044,17.6949,0.036072,360,572.541,0.035981,True,False,4
WDJ225546.01+724337.88 ,2230104696925290368,343.94091902345,72.72698608367,0.997444,17.7637,17.8004,17.7703,1.140831,362,589.762,0.035027,True,False,4
WDJ223140.69+742517.64 ,2231389789793686400,337.91974702508,74.42157285241,0.842128,17.548,17.2041,16.9695,1.469135,321,591.674,0.032877,True,False,4
WDJ194902.27+581330.82 ,2235756324128323712,297.25932101302,58.22545349508,0.997475,17.3255,17.3514,17.3176,0.062081,342,750.626,0.026749,True,False,4
WDJ200854.45+594158.89 ,2236516121030893568,302.22732049659,59.69926321793,0.933749,17.7817,18.1127,17.2226,3.003287,500,611.53,0.039700,True,False,4
WDJ195709.84+600202.36 ,2237288944557097600,299.29095427394,60.03395067526,0.884603,17.908,17.81,17.9958,0.0,450,349.923,0.065820,True,False,4
WDJ192853.87+610547.60 ,2240031951187372928,292.22411831091,61.09687494814,0.997421,16.4244,16.4554,16.4241,1.091415,333,677.714,0.029235,True,False,4
WDJ202050.02+691244.23 ,2250247788602155904,305.20809567445,69.21230535464,0.999112,16.9788,16.8553,17.2181,6.262045,337,745.041,0.026752,True,False,4
WDJ181144.96+654916.42 ,2257524940668800128,272.93728230073,65.820975152,0.99785,17.6452,17.6753,17.6596,0.0,325,621.407,0.031498,True,False,4
WDJ180115.37+721848.76 ,2260805780286092032,270.31365752326,72.313608621,0.998619,16.027,15.9962,16.1279,0.82049,312,998.215,0.019212,True,False,4
WDJ041639.26+400233.25 ,227766037015779200,64.16321329734,40.04256372301,0.961219,16.5901,16.6536,16.4484,1.700334,337,427.076,0.046670,True,False,4
WDJ042221.56+424931.11 ,229185399152176384,65.58934271232,42.82510363861,0.995694,17.0866,17.1313,17.0449,3.067551,477,975.775,0.024302,False,False,3
WDJ180958.04+782659.41 ,2293848574305633536,272.49173867046,78.45005015613,0.995554,17.8778,17.9276,17.8485,1.400994,336,603.299,0.032988,True,False,4
WDJ035732.85+404842.66 ,230146136092951296,59.3869751592,40.81187939895,0.995473,17.9431,17.5727,17.5616,8.840089,342,567.376,0.035389,True,False,4
WDJ235300.87-385146.66 ,2307289214897332480,358.25410502142,-38.86324227805,0.959951,16.2598,16.3016,16.1305,0.0,266,286.112,0.061891,True,False,4
WDJ234931.84-353916.52 ,2311285729210966144,357.38272480233,-35.65466872489,0.991845,17.8771,17.7567,18.3405,0.0,297,473.624,0.039507,True,False,4
WDJ002606.25-322424.24 ,2315815721412502656,6.52635043101,-32.4066114114,0.997042,17.0338,17.062,17.0221,0.0,401,805.518,0.026991,True,False,4
WDJ002300.86-302150.87 ,2317080636525453312,5.75341231633,-30.36423019796,0.995802,17.9841,17.9292,17.9263,9.273337,309,409.334,0.046626,True,False,4
WDJ003449.86-312952.69 ,2317319612801004416,8.70786597029,-31.4979557992,0.881798,16.0965,15.9718,16.3151,3.865277,339,264.613,0.075546,True,False,4
WDJ235040.28-302646.01 ,2326972431540034816,357.66796566297,-30.44607092375,0.997692,17.4181,17.4553,17.4348,0.0,351,592.875,0.034310,True,False,4
WDJ235122.09-240817.33 ,2338349628107880192,357.84155426396,-24.13917916697,0.996997,15.3551,15.3907,15.3475,1.392295,293,424.141,0.043818,True,False,4
WDJ005459.15-273019.33 ,2342611713134728832,13.74668628734,-27.50558521072,0.99552,16.9776,16.9888,16.9613,0.452726,406,912.783,0.023967,True,False,4
WDJ003348.97-225639.72 ,2348513096982909312,8.45419811464,-22.94442022577,0.994753,17.9857,18.0398,17.9647,0.0,328,502.638,0.039121,True,False,4
WDJ003611.76-173239.56 ,2364297204875140224,9.0491628424,-17.54428177261,0.987997,17.7767,17.6947,17.9316,0.0,241,480.228,0.035098,True,False,4
WDJ001511.15-185043.09 ,2365465955670181760,3.79665916073,-18.84521332455,0.982385,17.9815,17.74,17.6941,1.290614,270,510.249,0.034964,True,False,4
WDJ033543.61+402803.17 ,236703211125673344,53.93189062278,40.46753186417,0.996521,17.4016,17.4431,17.3741,0.0,518,626.741,0.039428,True,False,4
WDJ005546.41-150451.99 ,2371650330620404224,13.94465215258,-15.08131482934,0.994058,17.358,17.3965,17.3153,0.268877,424,414.811,0.053896,True,False,4
WDJ005833.45-142843.24 ,2372072298271576832,14.6394824877,-14.47839220001,0.998104,17.8642,17.9687,18.0194,0.0,441,639.798,0.035637,True,False,4
WDJ003512.88-122508.84 ,2375576682347401216,8.80434558904,-12.419793269,0.993087,16.8881,16.9889,16.6748,0.0,230,586.826,0.028059,True,False,4
